Restaurant,Latitude,Longitude,Address,PlaceID,URL,AverageExposure,Stars,ZIP,Count,White,ofWhite,DWN,WN,Black,ofBlack,BN,AmericanIndaian,ofAI,AIN,Asian,ofAisan,AN,NativeHawiian,ofNativeHawiian,NHN,Edu,ofEDU,HED,Unemployment,HUne,Wealth,HWe,Attraction,Hotspot
Birba,37.7778352,-122.4242241,"458 Grove St, San Francisco, CA 94102, United States",ChIJ9Td7gKKAhYARUdHJBJLRz3w,/biz/birba-san-francisco?osq=Restaurants,0.118705887666667,4.4,94102,25,11945,35.3,0,0,3632,10.7,1,574,1.7,1,10130,29.9,0,72,0.2,0,5987,74.7,1,7.5,1,55888,0,1,1
Om Sabor,37.7780873,-122.4226796,"370 Grove St, San Francisco, CA 94102, United States",ChIJJUNWp-KBhYARWJ_lfQGK3CE,/biz/om-sabor-san-francisco-2?osq=Restaurants,0.125566810666667,4.5,94102,25,11945,35.3,0,0,3632,10.7,1,574,1.7,1,10130,29.9,0,72,0.2,0,5987,74.7,1,7.5,1,55888,0,1,1
Kin Khao,37.7852408,-122.409331,"55 Cyril Magnin St, San Francisco, CA 94102, United States",ChIJn_ZxYo-AhYAR22wJt4at2K0,/biz/kin-khao-san-francisco-2?osq=Restaurants,0.126291649333333,4,94102,25,11945,35.3,0,0,3632,10.7,1,574,1.7,1,10130,29.9,0,72,0.2,0,5987,74.7,1,7.5,1,55888,0,1,0
Mensho Tokyo SF,37.7867033,-122.4143432,"672 Geary St, San Francisco, CA 94102, United States",ChIJ86TLv5GAhYARdhd8cNsVbe8,/biz/mensho-tokyo-sf-san-francisco?osq=Restaurants,0.0740149756666667,4.3,94102,25,11945,35.3,0,0,3632,10.7,1,574,1.7,1,10130,29.9,0,72,0.2,0,5987,74.7,1,7.5,1,55888,0,1,1
Nojo Ramen Tavern,37.7767268,-122.4214764,"231 Franklin St, San Francisco, CA 94102, United States",ChIJQ9mJ1ZiAhYARQmPYLOs-h-g,/biz/nojo-ramen-tavern-san-francisco-6?osq=Restaurants,0.0777715006666667,4.1,94102,25,11945,35.3,0,0,3632,10.7,1,574,1.7,1,10130,29.9,0,72,0.2,0,5987,74.7,1,7.5,1,55888,0,1,1
Chez Maman West,37.7769712,-122.4231338,"401 Gough St, San Francisco, CA 94102, United States",ChIJ76A_lpiAhYAR6QgSjMe9MoU,/biz/chez-maman-west-san-francisco-2?osq=Restaurants,0.0345619936666667,4.1,94102,25,11945,35.3,0,0,3632,10.7,1,574,1.7,1,10130,29.9,0,72,0.2,0,5987,74.7,1,7.5,1,55888,0,1,1
Ryoko's,37.7881959,-122.4120379,"619 Taylor St, San Francisco, CA 94102, United States",ChIJUem7D46AhYARYUQXakltDSo,/biz/ryokos-san-francisco?osq=Restaurants,0.021859289,3.9,94102,25,11945,35.3,0,0,3632,10.7,1,574,1.7,1,10130,29.9,0,72,0.2,0,5987,74.7,1,7.5,1,55888,0,1,1
Kantine,37.7705108,-122.4254828,"1906 Market St, San Francisco, CA 94102, United States",ChIJi9BhDKCAhYARRUYq_9pI45w,/biz/kantine-san-francisco-2?osq=Restaurants,0.079756598,4.2,94102,25,11945,35.3,0,0,3632,10.7,1,574,1.7,1,10130,29.9,0,72,0.2,0,5987,74.7,1,7.5,1,55888,0,1,0
Ox & Tiger,37.7865155,-122.4129672,"552 Jones St, San Francisco, CA 94102, United States",ChIJFzrBjV-BhYARat7hhhWmUVE,/biz/ox-and-tiger-san-francisco?osq=Restaurants,0.0874964193333333,4.4,94102,25,11945,35.3,0,0,3632,10.7,1,574,1.7,1,10130,29.9,0,72,0.2,0,5987,74.7,1,7.5,1,55888,0,1,1
Rich Table,37.7748812,-122.422725,"199 Gough St, San Francisco, CA 94102, United States",ChIJh_24QJ-AhYAR_xbUNVN2Xns,/biz/rich-table-san-francisco?osq=Restaurants,0.0471844983333333,4.5,94102,25,11945,35.3,0,0,3632,10.7,1,574,1.7,1,10130,29.9,0,72,0.2,0,5987,74.7,1,7.5,1,55888,0,1,1
Yakiniku Shodai,37.7762271,-122.4182424,"1420 Market St, San Francisco, CA 94102, United States",ChIJbT9JHbeBhYAR2vLYSvbr7W8,/biz/yakiniku-shodai-san-francisco?osq=Restaurants,0.0303692263333333,4.7,94102,25,11945,35.3,0,0,3632,10.7,1,574,1.7,1,10130,29.9,0,72,0.2,0,5987,74.7,1,7.5,1,55888,0,1,0
Fifth Arrow,37.7876399,-122.4098237,"430 Mason St, San Francisco, CA 94102, United States",ChIJ55q_946AhYARgnSywjutwlE,/biz/fifth-arrow-san-francisco-2?osq=Restaurants,0.0084887436666666,4,94102,25,11945,35.3,0,0,3632,10.7,1,574,1.7,1,10130,29.9,0,72,0.2,0,5987,74.7,1,7.5,1,55888,0,1,1
Chao Pescao,37.7806944,-122.4165417,"272 McAllister St, San Francisco, CA 94102, United States",ChIJB4sutiKBhYARCmsHTlQez8g,/biz/chao-pescao-san-francisco?osq=Restaurants,0.0296786856666667,4.7,94102,25,11945,35.3,0,0,3632,10.7,1,574,1.7,1,10130,29.9,0,72,0.2,0,5987,74.7,1,7.5,1,55888,0,1,0
Rise Over Run,37.7832614,-122.4096508,"33 Turk St, San Francisco, CA 94102, United States",ChIJs0BroYWAhYARrJvmT5AiXcA,/biz/rise-over-run-san-francisco-2?osq=Restaurants,0.0134614856666667,4.6,94102,25,11945,35.3,0,0,3632,10.7,1,574,1.7,1,10130,29.9,0,72,0.2,0,5987,74.7,1,7.5,1,55888,0,1,0
Rosemary & Pine,37.7685267,-122.4022822,"1725 Alameda St, San Francisco, CA 94103, United States",ChIJTQdwvg5_j4ARL-1C7ddQQpI,/biz/rosemary-and-pine-san-francisco?osq=Restaurants,0.207445366666667,4,94103,15,11816,36.4,0,0,2785,8.6,1,822,2.5,1,10819,33.4,0,187,0.6,1,7597,77.7,1,5.5,1,93143,0,1,0
Mezze and Mooore,37.7681355,-122.424627,"198 Guerrero St, San Francisco, CA 94103, United States",ChIJT1vMouV_j4ARiVE3T76PVY8,/biz/mezze-and-mooore-san-francisco-2?osq=Restaurants,0.146741507,4.8,94103,15,11816,36.4,0,0,2785,8.6,1,822,2.5,1,10819,33.4,0,187,0.6,1,7597,77.7,1,5.5,1,93143,0,1,0
Picaro,37.7650114,-122.4224967,"3120 16th St, San Francisco, CA 94103, United States",ChIJv117QSJ-j4ARFWASVwJqHzk,/biz/picaro-san-francisco?osq=Restaurants,0.140753322,3.9,94103,15,11816,36.4,0,0,2785,8.6,1,822,2.5,1,10819,33.4,0,187,0.6,1,7597,77.7,1,5.5,1,93143,0,1,0
Freekeh,37.7650035,-122.4226253,"3126 16th St, San Francisco, CA 94103, United States",ChIJc68Hqap_j4ARN4JtvZMS9zQ,/biz/freekeh-san-francisco?osq=Restaurants,0.159910976333333,4.9,94103,15,11816,36.4,0,0,2785,8.6,1,822,2.5,1,10819,33.4,0,187,0.6,1,7597,77.7,1,5.5,1,93143,0,1,0
The View Lounge,37.7852269,-122.4044815,"780 Mission St, San Francisco, CA 94103, United States",ChIJZZ_cOYaAhYARnyfbDrAkvJ8,/biz/the-view-lounge-san-francisco?osq=Restaurants,0.13147253,4.1,94103,15,11816,36.4,0,0,2785,8.6,1,822,2.5,1,10819,33.4,0,187,0.6,1,7597,77.7,1,5.5,1,93143,0,1,0
The Pawn Shop,37.7810912,-122.4083599,"993 Mission St, San Francisco, CA 94103, United States",ChIJm82lK-qBhYARFjp6dZUgiZg,/biz/the-pawn-shop-san-francisco?osq=Restaurants,0.131002086,3.9,94103,15,11816,36.4,0,0,2785,8.6,1,822,2.5,1,10819,33.4,0,187,0.6,1,7597,77.7,1,5.5,1,93143,0,1,0
Niku Steakhouse,37.7695835,-122.4035965,"61 Division St, San Francisco, CA 94103, United States",ChIJ9fZ1hrV_j4AR-j0CLhwaYc0,/biz/niku-steakhouse-san-francisco?osq=Restaurants,0.0618816156666667,4.3,94103,15,11816,36.4,0,0,2785,8.6,1,822,2.5,1,10819,33.4,0,187,0.6,1,7597,77.7,1,5.5,1,93143,0,1,0
Dumpling Time,37.7697063,-122.4023517,"11 Division St, San Francisco, CA 94103, United States",ChIJ1anaJC1-j4ARf_9BjfDowt8,/biz/dumpling-time-san-francisco?osq=Restaurants,0.0171197203333333,4.2,94103,15,11816,36.4,0,0,2785,8.6,1,822,2.5,1,10819,33.4,0,187,0.6,1,7597,77.7,1,5.5,1,93143,0,1,0
Delarosa,37.7856475,-122.404272,"37 Yerba Buena Ln, San Francisco, CA 94103, United States",ChIJp5VgLIaAhYARLC-hH-r89rM,/biz/delarosa-san-francisco-3?osq=Restaurants,0.055893524,3.9,94103,15,11816,36.4,0,0,2785,8.6,1,822,2.5,1,10819,33.4,0,187,0.6,1,7597,77.7,1,5.5,1,93143,0,1,0
Burma Love,37.7696277,-122.4221285,"211 Valencia St, San Francisco, CA 94103, United States",ChIJC0_LRSB-j4ARUaZGUrDpvDM,/biz/burma-love-san-francisco-10?osq=Restaurants,0.07277143,4,94103,15,11816,36.4,0,0,2785,8.6,1,822,2.5,1,10819,33.4,0,187,0.6,1,7597,77.7,1,5.5,1,93143,0,1,0
Kaya House,37.7658707,-122.4108335,"1684 Bryant St, San Francisco, CA 94103, United States",ChIJ16Laey1_j4ARA4D-M57mAII,/biz/kaya-house-san-francisco?osq=Restaurants,0.012734386,4.5,94103,15,11816,36.4,0,0,2785,8.6,1,822,2.5,1,10819,33.4,0,187,0.6,1,7597,77.7,1,5.5,1,93143,0,1,0
Cauliflower,37.7647308,-122.4231086,"3147 16th St, San Francisco, CA 94103, United States",ChIJe66Hoc1_j4ARqV-bCDDCmtM,/biz/cauliflower-san-francisco-2?osq=Restaurants,0.008528868,2.8,94103,15,11816,36.4,0,0,2785,8.6,1,822,2.5,1,10819,33.4,0,187,0.6,1,7597,77.7,1,5.5,1,93143,0,1,0
Birdsong,37.7793925,-122.4103825,"1085 Mission St, San Francisco, CA 94103, United States",ChIJTwtvfIOAhYARHMEe0c2Xi4s,/biz/birdsong-san-francisco?osq=Restaurants,0.0259156946666667,4.3,94103,15,11816,36.4,0,0,2785,8.6,1,822,2.5,1,10819,33.4,0,187,0.6,1,7597,77.7,1,5.5,1,93143,0,1,0
Astra at The St Regis San Francisco,37.7860778,-122.401437,"125 3rd St, San Francisco, CA 94105, United States",ChIJLV-99YeAhYARDYB7uWMltHA,/biz/astra-at-the-st-regis-san-francisco-san-francisco-3?osq=Restaurants,0.0085930386666666,4.1,94103,15,11816,36.4,0,0,2785,8.6,1,822,2.5,1,10819,33.4,0,187,0.6,1,7597,77.7,1,5.5,1,93143,0,1,0
Salmon Bar,37.7649403,-122.42454,"3214 16th St, San Francisco, CA 94103, United States",ChIJp4uc5uF_j4ARRE7k9h6GkaY,/biz/salmon-bar-san-francisco-2?osq=Restaurants,0.0044936636666666,5,94103,15,11816,36.4,0,0,2785,8.6,1,822,2.5,1,10819,33.4,0,187,0.6,1,7597,77.7,1,5.5,1,93143,0,1,0
Dabao Singapore,37.7508806,-122.3881427,"1661 Tennessee St Unit 2K, San Francisco, CA 94107, United States",ChIJxcaEUC5_j4ARdTIRmBEmC08,/biz/dabao-singapore-san-francisco?osq=Restaurants,0.193985149666667,4.8,94107,13,15278,53.4,1,1,1189,4.2,0,32,0.1,0,7925,27.7,0,14,0,0,8703,90.8,1,4,1,164289,1,1,0
Taksim,37.7786451,-122.3973347,"564 4th St, San Francisco, CA 94107, United States",ChIJq6qmi9V_j4ARZGaDN1oxsIw,/biz/taksim-san-francisco?osq=Restaurants,0.133280384666667,4.5,94107,13,15278,53.4,1,1,1189,4.2,0,32,0.1,0,7925,27.7,0,14,0,0,8703,90.8,1,4,1,164289,1,1,0
Cafe Okawari,37.7781623,-122.3938735,"236 Townsend St, San Francisco, CA 94107, United States",ChIJWQWGdgZ_j4ARdCgvvCEzok0,/biz/cafe-okawari-san-francisco?osq=Restaurants,0.148511697666667,4.6,94107,13,15278,53.4,1,1,1189,4.2,0,32,0.1,0,7925,27.7,0,14,0,0,8703,90.8,1,4,1,164289,1,1,0
The Palm Court at RH San Francisco,37.7607634,-122.3873612,"590 20th St, San Francisco, CA 94107, United States",ChIJZ-2Jug9_j4ARcS2_6s5KCNs,/biz/the-palm-court-at-rh-san-francisco-san-francisco?osq=Restaurants,0.116375383333333,3.9,94107,13,15278,53.4,1,1,1189,4.2,0,32,0.1,0,7925,27.7,0,14,0,0,8703,90.8,1,4,1,164289,1,1,0
Social 303 Smokehouse,37.7847929,-122.3954485,"303 2nd St, San Francisco, CA 94107, United States",ChIJpUNVXUyBhYAR9t2iIJD6dSA,/biz/social-303-smokehouse-san-francisco?osq=Restaurants,0.00851145,4.5,94107,13,15278,53.4,1,1,1189,4.2,0,32,0.1,0,7925,27.7,0,14,0,0,8703,90.8,1,4,1,164289,1,1,0
Piccino Restaurant,37.7575756,-122.3899633,"1001 Minnesota St, San Francisco, CA 94107, United States",ChIJZy35-bl_j4ARBBvSPp-LhIE,/biz/piccino-restaurant-san-francisco-2?osq=Restaurants,0.0517057616666667,3.9,94107,13,15278,53.4,1,1,1189,4.2,0,32,0.1,0,7925,27.7,0,14,0,0,8703,90.8,1,4,1,164289,1,1,0
Lee's Dim Sum,37.7960614,-122.4070842,"716 Jackson St, San Francisco, CA 94133, United States",ChIJ-SstyP2BhYARqTPLcE7Udrc,/biz/lees-dim-sum-san-francisco?osq=Restaurants,0.0346333763333333,3.9,94107,13,15278,53.4,1,1,1189,4.2,0,32,0.1,0,7925,27.7,0,14,0,0,8703,90.8,1,4,1,164289,1,1,1
Palette,37.781883,-122.4017023,"816 Folsom St, San Francisco, CA 94107, United States",ChIJVVVlXCd-j4ARYemTTC8ydA0,/biz/palette-san-francisco-3?osq=Restaurants,0.0915580443333333,4.1,94107,13,15278,53.4,1,1,1189,4.2,0,32,0.1,0,7925,27.7,0,14,0,0,8703,90.8,1,4,1,164289,1,1,0
Plow,37.762565,-122.395405,"1299 18th St, San Francisco, CA 94107, United States",ChIJRT-pgcl_j4ARC1TrxZcQ8xY,/biz/plow-san-francisco?osq=Restaurants,0.0171336333333333,4.4,94107,13,15278,53.4,1,1,1189,4.2,0,32,0.1,0,7925,27.7,0,14,0,0,8703,90.8,1,4,1,164289,1,1,0
Besharam,37.7541896,-122.3897345,"1275 Minnesota St, San Francisco, CA 94107, United States",ChIJpVAZ4wx_j4AR4j8Q0COpGHc,/biz/besharam-san-francisco?osq=Restaurants,0.095341853,3.7,94107,13,15278,53.4,1,1,1189,4.2,0,32,0.1,0,7925,27.7,0,14,0,0,8703,90.8,1,4,1,164289,1,1,0
Alimentari Aurora,37.7624543,-122.3968391,"1415 18th St, San Francisco, CA 94107, United States",ChIJS5gzIPV_j4ARL5dFg8hB1Yg,/biz/alimentari-aurora-san-francisco?osq=Restaurants,0.0389711996666667,4.7,94107,13,15278,53.4,1,1,1189,4.2,0,32,0.1,0,7925,27.7,0,14,0,0,8703,90.8,1,4,1,164289,1,1,0
Hu Tong Jian Bing,37.5294324,-122.2879281,"4300 S El Camino Real, San Mateo, CA 94403, United States",ChIJJRmUeRafj4ARQs7iBA7Y80Y,/biz/hu-tong-jian-bing-san-francisco?osq=Restaurants,0.004287363,4.6,94107,13,15278,53.4,1,1,1189,4.2,0,32,0.1,0,7925,27.7,0,14,0,0,8703,90.8,1,4,1,164289,1,1,0
Chez Maman East,37.7624657,-122.3968045,"1401 18th St, San Francisco, CA 94107, United States",ChIJ3Z-klTX2MhURU5oSfoXRWaw,/biz/chez-maman-east-san-francisco?osq=Restaurants,0.0043020783333333,4.1,94107,13,15278,53.4,1,1,1189,4.2,0,32,0.1,0,7925,27.7,0,14,0,0,8703,90.8,1,4,1,164289,1,1,0
Dumpling Kitchen,37.7423762,-122.4870455,"1935 Taraval St, San Francisco, CA 94116, United States",ChIJL9XQWoN9j4AR3OmpgFyKdmE,/biz/dumpling-kitchen-san-francisco?osq=Restaurants,0.169595092333333,4,94116,4,15281,33.6,0,0,537,1.2,0,16,0,0,24568,54,1,81,0.2,0,5756,76.6,1,5.5,1,134652,1,0,0
House Of Pancakes,37.7428554,-122.4763517,"937 Taraval St, San Francisco, CA 94116, United States",ChIJX77nnpF9j4AR-y4znSpMuYc,/biz/house-of-pancakes-san-francisco?osq=Restaurants,0.0085017113333333,4.2,94116,4,15281,33.6,0,0,537,1.2,0,16,0,0,24568,54,1,81,0.2,0,5756,76.6,1,5.5,1,134652,1,0,0
Odumak,37.7430045,-122.4742071,"733 Taraval St, San Francisco, CA 94116, United States",ChIJF2duzpN9j4ARlIDUjVKMiFY,/biz/odumak-san-francisco-2?osq=Restaurants,0.0217522736666667,4,94116,4,15281,33.6,0,0,537,1.2,0,16,0,0,24568,54,1,81,0.2,0,5756,76.6,1,5.5,1,134652,1,0,0
Smokin D's BBQ,37.7234066,-122.3908576,"1465 Carroll Ave, San Francisco, CA 94124, United States",ChIJw7W4pSJ_j4AR59t1HkOPWgg,/biz/smokin-d-s-bbq-san-francisco?osq=Restaurants,0.0042386246666666,4,94116,4,15281,33.6,0,0,537,1.2,0,16,0,0,24568,54,1,81,0.2,0,5756,76.6,1,5.5,1,134652,1,0,0
Ben Thai Cafe,37.7892247,-122.4205662,"1331 Polk St, San Francisco, CA 94109, United States",ChIJry6M5ZSAhYARrZI19iHHqPM,/biz/ben-thai-cafe-san-francisco?osq=Restaurants,0.146863794,4.4,94109,17,32345,57.6,1,1,2367,4.2,0,182,0.3,0,15050,26.8,0,33,0.1,0,14964,84.5,1,5.9,1,104476,0,1,0
The Public Izakaya,37.7878404,-122.4135658,"700 Post St, San Francisco, CA 94109, United States",ChIJT_jDRWCBhYARS19F4k0oAjY,/biz/the-public-izakaya-san-francisco?osq=Restaurants,0.178920907333333,4.4,94109,17,32345,57.6,1,1,2367,4.2,0,182,0.3,0,15050,26.8,0,33,0.1,0,14964,84.5,1,5.9,1,104476,0,1,1
Limoncello,37.787474,-122.423679,"1400 Sutter St, San Francisco, CA 94109, United States",ChIJn6yweJWAhYARjIhwlOjaq2U,/biz/limoncello-san-francisco?osq=Restaurants,0.191895726333333,4.8,94109,17,32345,57.6,1,1,2367,4.2,0,182,0.3,0,15050,26.8,0,33,0.1,0,14964,84.5,1,5.9,1,104476,0,1,0
Son & Garden,37.783294,-122.4190681,"700 Polk St, San Francisco, CA 94109, United States",ChIJvzh7o6iBhYARlykOlY7KP3E,/biz/son-and-garden-san-francisco?osq=Restaurants,0.108541164666667,4.2,94109,17,32345,57.6,1,1,2367,4.2,0,182,0.3,0,15050,26.8,0,33,0.1,0,14964,84.5,1,5.9,1,104476,0,1,0
Sorella,37.7931806,-122.4210694,"1760 Polk St, San Francisco, CA 94109, United States",ChIJedb3quuAhYAR2Wi98Ex7WLc,/biz/sorella-san-francisco?osq=Restaurants,0.121034643333333,4,94109,17,32345,57.6,1,1,2367,4.2,0,182,0.3,0,15050,26.8,0,33,0.1,0,14964,84.5,1,5.9,1,104476,0,1,0
Abrazo,37.7993433,-122.4189027,"2000 Hyde St, San Francisco, CA 94109, United States",ChIJC2jSzuiAhYAR-NXGft6oHBA,/biz/abrazo-san-francisco-2?osq=Restaurants,0.135509812333333,3.8,94109,17,32345,57.6,1,1,2367,4.2,0,182,0.3,0,15050,26.8,0,33,0.1,0,14964,84.5,1,5.9,1,104476,0,1,0
Korean Soul Chicken,37.7926363,-122.4209803,"1710 Polk St, San Francisco, CA 94109, United States",ChIJGZuXW7KBhYARcLwUe1lE7NQ,/biz/korean-soul-chicken-san-francisco-3?osq=Restaurants,0.0473416216666667,4.6,94109,17,32345,57.6,1,1,2367,4.2,0,182,0.3,0,15050,26.8,0,33,0.1,0,14964,84.5,1,5.9,1,104476,0,1,0
Aria Korean Street Food,37.7865775,-122.4179809,"932 Larkin St, San Francisco, CA 94109, United States",ChIJHxUcVJGAhYAR2dcKM6WsKWQ,/biz/aria-korean-street-food-san-francisco?osq=Restaurants,0.077003817,3.9,94109,17,32345,57.6,1,1,2367,4.2,0,182,0.3,0,15050,26.8,0,33,0.1,0,14964,84.5,1,5.9,1,104476,0,1,0
Seven Hills,37.7981529,-122.4187331,"1896 Hyde St, San Francisco, CA 94109, United States",ChIJc1RqC-yAhYARWmmWMJ-xkDs,/biz/seven-hills-san-francisco?osq=Restaurants,0.0735907133333333,4.5,94109,17,32345,57.6,1,1,2367,4.2,0,182,0.3,0,15050,26.8,0,33,0.1,0,14964,84.5,1,5.9,1,104476,0,1,0
Matterhorn Restaurant & Bakery,37.7971887,-122.4239694,"2323 Van Ness Ave, San Francisco, CA 94109, United States",ChIJ5wknN4OBhYARPnrCyIBgvlk,/biz/matterhorn-restaurant-and-bakery-san-francisco-2?osq=Restaurants,0.110840177666667,4.7,94109,17,32345,57.6,1,1,2367,4.2,0,182,0.3,0,15050,26.8,0,33,0.1,0,14964,84.5,1,5.9,1,104476,0,1,0
Akira Japanese Restaurant,37.7883383,-122.4241903,"1634 Bush St, San Francisco, CA 94109, United States",ChIJKeDJ37-AhYAR3SO0c2lYjDg,/biz/akira-japanese-restaurant-san-francisco?osq=Restaurants,0.021168007,4.2,94109,17,32345,57.6,1,1,2367,4.2,0,182,0.3,0,15050,26.8,0,33,0.1,0,14964,84.5,1,5.9,1,104476,0,1,0
Heist,37.7878464,-122.412987,"678 Post St, San Francisco, CA 94109, United States",ChIJHzC6nluBhYARGSqGzSCjPu4,/biz/heist-san-francisco-3?osq=Restaurants,0.0652614223333333,3.9,94109,17,32345,57.6,1,1,2367,4.2,0,182,0.3,0,15050,26.8,0,33,0.1,0,14964,84.5,1,5.9,1,104476,0,1,1
Hot Sauce and Panko,37.7945013,-122.4179886,"1468 Hyde St, San Francisco, CA 94109, United States",ChIJGbZYeuyAhYAR10V7HrUWT4g,/biz/hot-sauce-and-panko-san-francisco?osq=Restaurants,0.0042157323333333,4.4,94109,17,32345,57.6,1,1,2367,4.2,0,182,0.3,0,15050,26.8,0,33,0.1,0,14964,84.5,1,5.9,1,104476,0,1,0
Ciccino,37.79111,-122.4175713,"1400 California St, San Francisco, CA 94109, United States",ChIJnSzcvgiBhYARpOuJf3DgBfs,/biz/ciccino-san-francisco?osq=Restaurants,0.065461587,4.4,94109,17,32345,57.6,1,1,2367,4.2,0,182,0.3,0,15050,26.8,0,33,0.1,0,14964,84.5,1,5.9,1,104476,0,1,0
Palette Tea House,37.8059811,-122.4229458,"900 North Point St, San Francisco, CA 94109, United States",ChIJ53HCdjCBhYARI-_VU7jZI-U,/biz/palette-tea-house-san-francisco-2?osq=Restaurants,0.0256687493333333,4,94109,17,32345,57.6,1,1,2367,4.2,0,182,0.3,0,15050,26.8,0,33,0.1,0,14964,84.5,1,5.9,1,104476,0,1,0
Arepas En Bici,37.7850052,-122.4167793,"725 O'Farrell St, San Francisco, CA 94109, United States",ChIJZfAgsuaBhYARn4VOSh1OfQQ,/biz/arepas-en-bici-san-francisco?osq=Restaurants,0.0085576383333333,4.5,94109,17,32345,57.6,1,1,2367,4.2,0,182,0.3,0,15050,26.8,0,33,0.1,0,14964,84.5,1,5.9,1,104476,0,1,0
Hai Ky Noodles,37.7841144,-122.4179722,"707 Ellis St, San Francisco, CA 94109, United States",ChIJy5VK0ZCAhYARlmv2pBEVhjw,/biz/hai-ky-noodles-san-francisco?osq=Restaurants,0.00851112,4.1,94109,17,32345,57.6,1,1,2367,4.2,0,182,0.3,0,15050,26.8,0,33,0.1,0,14964,84.5,1,5.9,1,104476,0,1,0
Back to Back,37.7941628,-122.4132647,"1257 Taylor St, San Francisco, CA 94108, United States",ChIJceWDaF6BhYARTr2IDufhptw,/biz/back-to-back-san-francisco?osq=Restaurants,0.142736705333333,5,94108,1,4214,35.2,0,0,256,2.1,0,71,0.6,1,6378,53.3,1,13,0.1,0,2267,81.5,1,4.8,1,65392,0,1,0
Kokkari Estiatorio,37.7970323,-122.3997559,"200 Jackson St, San Francisco, CA 94111, United States",ChIJTel9dGCAhYARQGwrTfGZ07M,/biz/kokkari-estiatorio-san-francisco?osq=Restaurants,0.136880238666667,4.4,94111,3,2193,46.6,0,1,162,3.4,0,0,0,0,2052,43.6,1,0,0,0,747,89.9,1,5.2,1,135735,1,1,0
Coqueta,37.7985824,-122.3966387,"Pier 5 The Embarcadero, San Francisco, CA 94111, United States",ChIJA8_SN2eAhYARCIvEx44Zvfw,/biz/coqueta-san-francisco?osq=Restaurants,0.0170499606666667,4.4,94111,3,2193,46.6,0,1,162,3.4,0,0,0,0,2052,43.6,1,0,0,0,747,89.9,1,5.2,1,135735,1,1,0
Hog Island Oyster,37.7954425,-122.3936136,"Ferry Building, #11, San Francisco, CA 94111, United States",ChIJWTGPjmaAhYARgXpiJ-aACYM,/biz/hog-island-oyster-san-francisco-2?osq=Restaurants,0.0471137743333333,4.2,94111,3,2193,46.6,0,1,162,3.4,0,0,0,0,2052,43.6,1,0,0,0,747,89.9,1,5.2,1,135735,1,1,0
Tadu Ethiopian Kitchen,37.7848109,-122.4142068,"484 Ellis St, San Francisco, CA 94102, United States",ChIJ5UiqQJCAhYAR5L5rAgjuf_0,/biz/tadu-ethiopian-kitchen-san-francisco-7?osq=Restaurants,0.066078626,4.5,94158,1,4288,40.2,0,0,478,4.5,0,0,0,0,4322,40.6,1,137,1.3,1,2946,92.3,1,2.4,0,161391,1,0,0
Little Original Joe's,37.7365961,-122.470295,"393 W Portal Ave, San Francisco, CA 94127, United States",ChIJP8t6DXx9j4AROzp2mE-0NVE,/biz/little-original-joes-san-francisco?osq=Restaurants,0.124802879666667,4.3,94127,1,11314,54.1,1,1,668,3.2,0,142,0.7,1,5505,26.3,0,2,0,0,2333,80,1,3.3,1,180768,1,1,0
Mersea,37.8225013,-122.3755956,"699 Avenue of the Palms, San Francisco, CA 94130, United States",ChIJ21Y53zSAhYARAcRe9euscGs,/biz/mersea-san-francisco-4?osq=Restaurants,0.134304423,4.1,94130,1,1398,43.9,0,1,586,18.4,1,34,1.1,1,289,9.1,0,91,2.9,1,333,50.8,0,12.7,1,83077,0,0,0
Breakfast at Tiffany's,37.730451,-122.4046593,"2499 San Bruno Ave, San Francisco, CA 94134, United States",ChIJwXV93vx-j4ARHCdKPwWqFJE,/biz/breakfast-at-tiffanys-san-francisco?osq=Restaurants,0.0979451726666667,4.1,94134,1,6429,15.3,0,0,2382,5.7,1,107,0.3,0,24887,59.3,1,424,1,1,3052,50.5,0,6,1,93068,0,0,0
Pye,38.0797565,-122.8678528,"Inverness, CA 94937, United States",ChIJ1ZfinGXFhYARFPbCMxvQMds,/biz/pye-san-francisco-2?osq=Restaurants,0.0390611026666667,3.9,94129,1,2611,62.2,1,1,75,1.8,0,29,0.7,1,315,7.5,0,0,0,0,1079,89.2,1,2.7,0,218717,1,1,0
SJ Omogari,37.3484542,-121.8951489,"154 Jackson St, San Jose, CA 95112, United States",ChIJt6gamITMj4AREAusBi1sgjs,/biz/sj-omogari-san-jose-3?osq=Restaurants,0.552821651333333,3.9,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,1
Tostadas,37.339131,-121.8839459,"304 E Santa Clara St A, San Jose, CA 95113, United States",ChIJu07VJbvNj4ARU3gdUR9YN80,/biz/tostadas-san-jose?osq=Restaurants,0.299920826,4,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,1
Danbi Korean Restaurant,37.3559824,-121.9050897,"1092 N First St, San Jose, CA 95112, United States",ChIJd6oXrIHLj4ARwyyGw0nVEqk,/biz/danbi-korean-restaurant-san-jose?osq=Restaurants,0.203335091666667,4.3,95112,38,19694,33.7,0,0,2903,5,1,550,0.9,1,14867,25.4,0,268,0.5,0,6146,51.6,1,6,1,83224,0,1,0
